,Artist,Album,Track,Minutes
898,Spyro Gyra,Heart of the Night,Believe,5.17963333333
899,Spyro Gyra,Heart of the Night,As We Sleep,5.28108333333
900,Spyro Gyra,Heart of the Night,When Evening Falls,4.96891666667
901,Spyro Gyra,Heart of the Night,J Squared,4.81261666667
902,Spyro Gyra,Heart of the Night,Best Thing,4.57098333333
903,Spyro Gyra,Morning Dance,Morning Dance,3.97931666667
904,Spyro Gyra,Morning Dance,Jubilee,4.58578333333
905,Spyro Gyra,Morning Dance,Rasul,3.97191666667
906,Spyro Gyra,Morning Dance,Song For Lorraine,4.00151666667
907,Spyro Gyra,Morning Dance,Starburst,4.85833333333
908,Spyro Gyra,Morning Dance,Heliopolis,5.64548333333
909,Spyro Gyra,Morning Dance,It Doesn't Matter,4.50045
910,Spyro Gyra,Morning Dance,Little Linda,4.40031666667
911,Spyro Gyra,Morning Dance,End Of Romanticism,5.33463333333
912,Green Day,International Superhits,Maria,2.7877
913,Green Day,International Superhits,Poprocks And Coke,2.63923333333
914,Green Day,International Superhits,Longview,3.90138333333
915,Green Day,International Superhits,Welcome To Paradise,3.7368
916,Green Day,International Superhits,Basket Case,3.02715
917,Green Day,International Superhits,When I Come Around,2.97273333333
918,Green Day,International Superhits,She,2.23606666667
919,Green Day,International Superhits,J.A.R. (Jason Andrew Relva),2.84995
920,Green Day,International Superhits,Geek Stink Breath,2.2648
921,Green Day,International Superhits,Brain Stew,3.21915
922,Green Day,International Superhits,Jaded,1.50551666667
923,Green Day,International Superhits,Walking Contradiction,2.5195
924,Green Day,International Superhits,Stuck With Me,2.25871666667
925,Green Day,International Superhits,Hitchin' A Ride,2.8591
926,Green Day,International Superhits,Good Riddance (Time Of Your Life),2.56
927,Green Day,International Superhits,Redundant,3.30273333333
928,Green Day,International Superhits,Nice Guys Finish Last,2.83645
929,Green Day,International Superhits,Minority,2.81338333333
930,Green Day,International Superhits,Warning,3.6985
931,Green Day,International Superhits,Waiting,3.21261666667
932,Green Day,International Superhits,Macy's Day Parade,3.557
933,Green Day,American Idiot,American Idiot,2.90698333333
934,Green Day,American Idiot,Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home,9.13893333333
935,Green Day,American Idiot,Holiday,3.87873333333
936,Green Day,American Idiot,Boulevard Of Broken Dreams,4.34763333333
937,Green Day,American Idiot,Are We The Waiting,2.71673333333
938,Green Day,American Idiot,St. Jimmy,2.92178333333
939,Green Day,American Idiot,Give Me Novacaine,3.43118333333
940,Green Day,American Idiot,She's A Rebel,2.0088
941,Green Day,American Idiot,Extraordinary Girl,3.56701666667
942,Green Day,American Idiot,Letterbomb,4.10251666667
943,Green Day,American Idiot,Wake Me Up When September Ends,4.76255
944,Green Day,American Idiot,Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again,9.31003333333
945,Green Day,American Idiot,Whatsername,4.20526666667
946,David Coverdale,Into The Light,Into The Light,1.27171666667
947,David Coverdale,Into The Light,River Song,7.32516666667
948,David Coverdale,Into The Light,She Give Me ...,4.20918333333
949,David Coverdale,Into The Light,Don't You Cry,5.78393333333
950,David Coverdale,Into The Light,Love Is Blind,5.74998333333
951,David Coverdale,Into The Light,Slave,4.86486666667
952,David Coverdale,Into The Light,Cry For Love,4.88358333333
953,David Coverdale,Into The Light,Living On Love,6.52581666667
954,David Coverdale,Into The Light,Midnight Blue,4.97718333333
955,David Coverdale,Into The Light,Too Many Tears,5.99161666667
956,David Coverdale,Into The Light,Don't Lie To Me,4.72641666667
957,David Coverdale,Into The Light,Wherever You May Go,3.99498333333
958,Gonzaguinha,Meus Momentos,Grito De Alerta,3.37021666667
959,Gonzaguinha,Meus Momentos,Não Dá Mais Pra Segurar (Explode Coração),3.6628
960,Gonzaguinha,Meus Momentos,Começaria Tudo Outra Vez,3.27575
961,Gonzaguinha,Meus Momentos,O Que É O Que É ?,4.32151666667
962,Gonzaguinha,Meus Momentos,Sangrando,2.82861666667
963,Gonzaguinha,Meus Momentos,"Diga Lá, Coração",4.26535
964,Gonzaguinha,Meus Momentos,Lindo Lago Do Amor,4.1613
965,Gonzaguinha,Meus Momentos,Eu Apenas Queria Que Voçê Soubesse,2.59395
966,Gonzaguinha,Meus Momentos,Com A Perna No Mundo,3.7908
967,Gonzaguinha,Meus Momentos,E Vamos À Luta,3.70676666667
968,Gonzaguinha,Meus Momentos,Um Homem Também Chora (Guerreiro Menino),3.45381666667
969,Gonzaguinha,Meus Momentos,Comportamento Geral,3.02628333333
970,Gonzaguinha,Meus Momentos,Ponto De Interrogação,3.01583333333
971,Gonzaguinha,Meus Momentos,"Espere Por Mim, Morena",3.4512
972,Os Mutantes,Minha História,Balada Do Louco,4.01761666667
973,Os Mutantes,Minha História,Ando Meio Desligado,4.79695
974,Os Mutantes,Minha História,Top Top,2.44896666667
975,Os Mutantes,Minha História,Baby,2.95313333333
976,Os Mutantes,Minha História,A E O Z,8.6426
977,Os Mutantes,Minha História,Panis Et Circenses,2.08586666667
978,Os Mutantes,Minha História,Chão De Estrelas,4.74688333333
979,Os Mutantes,Minha História,Vida De Cachorro,3.2531
980,Os Mutantes,Minha História,Bat Macumba,3.1299
981,Os Mutantes,Minha História,Desculpe Babe,2.84036666667
982,Os Mutantes,Minha História,Rita Lee,3.15428333333
983,Os Mutantes,Minha História,"Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll",3.71591666667
984,Os Mutantes,Minha História,Banho De Lua,3.69718333333
985,Os Mutantes,Minha História,Meu Refrigerador Não Funciona,6.38301666667
986,Deep Purple,MK III The Final Concerts [Disc 1],Burn,7.56591666667
987,Deep Purple,MK III The Final Concerts [Disc 1],Stormbringer,4.61888333333
988,Deep Purple,MK III The Final Concerts [Disc 1],Gypsy,5.65288333333
989,Deep Purple,MK III The Final Concerts [Disc 1],Lady Double Dealer,3.8931
990,Deep Purple,MK III The Final Concerts [Disc 1],Mistreated,12.6441333333
991,Deep Purple,MK III The Final Concerts [Disc 1],Smoke On The Water,10.3005166667
992,Deep Purple,MK III The Final Concerts [Disc 1],You Fool No One,13.4016833333
993,Deep Purple,The Final Concerts (Disc 2),Space Truckin',19.9349
994,Deep Purple,The Final Concerts (Disc 2),Going Down / Highway Star,15.2276333333
995,Deep Purple,The Final Concerts (Disc 2),Mistreated (Alternate Version),14.245
996,Deep Purple,The Final Concerts (Disc 2),You Fool No One (Alternate Version),12.7320666667
997,Deep Purple,Come Taste The Band,Comin' Home,3.92968333333
998,Deep Purple,Come Taste The Band,Lady Luck,2.80336666667
999,Deep Purple,Come Taste The Band,Gettin' Tighter,3.63406666667
1000,Deep Purple,Come Taste The Band,Dealer,3.8487
1001,Deep Purple,Come Taste The Band,I Need Love,4.39726666667
1002,Deep Purple,Come Taste The Band,Drifter,4.04723333333
1003,Deep Purple,Come Taste The Band,Love Child,3.136
1004,Deep Purple,Come Taste The Band,This Time Around / Owed to 'G' [Instrumental],6.16836666667
1005,Deep Purple,Come Taste The Band,You Keep On Moving,5.31851666667
1006,Deep Purple,Deep Purple In Rock,Speed King,4.40641666667
1007,Deep Purple,Deep Purple In Rock,Bloodsucker,4.27101666667
1008,Deep Purple,Deep Purple In Rock,Child In Time,10.341
1009,Deep Purple,Deep Purple In Rock,Flight Of The Rat,7.9717
1010,Deep Purple,Deep Purple In Rock,Into The Fire,3.50431666667
1011,Deep Purple,Deep Purple In Rock,Living Wreck,4.58143333333
1012,Deep Purple,Deep Purple In Rock,Hard Lovin' Man,7.18671666667
1013,Deep Purple,Fireball,Fireball,3.41201666667
1014,Deep Purple,Fireball,No No No,6.91503333333
1015,Deep Purple,Fireball,Strange Kind Of Woman,4.1182
1016,Deep Purple,Fireball,Anyone's Daughter,4.7447
1017,Deep Purple,Fireball,The Mule,5.36771666667
1018,Deep Purple,Fireball,Fools,8.34045
1019,Deep Purple,Fireball,No One Came,6.43133333333
1020,Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Knocking At Your Back Door,7.08048333333
1021,Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Bad Attitude,5.13175
1022,Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Child In Time (Son Of Aleric - Instrumental),10.048
1023,Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Nobody's Home,4.05028333333
1024,Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Black Night,6.14616666667
1025,Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Perfect Strangers,5.35248333333
1026,Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,The Unwritten Law,4.91755
1027,Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Call Of The Wild,4.89751666667
1028,Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Hush,3.5509
1029,Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Smoke On The Water,7.73963333333
1030,Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Space Trucking,5.68641666667
1031,Deep Purple,Machine Head,Highway Star,6.14616666667
1032,Deep Purple,Machine Head,Maybe I'm A Leo,4.84091666667
1033,Deep Purple,Machine Head,Pictures Of Home,5.06295
1034,Deep Purple,Machine Head,Never Before,3.99716666667
1035,Deep Purple,Machine Head,Smoke On The Water,5.68118333333
1036,Deep Purple,Machine Head,Lazy,7.36826666667
1037,Deep Purple,Machine Head,Space Truckin',4.5466
1038,Deep Purple,Purpendicular,Vavoom : Ted The Mechanic,4.28973333333
1039,Deep Purple,Purpendicular,Loosen My Strings,5.99466666667
1040,Deep Purple,Purpendicular,Soon Forgotten,4.79651666667
1041,Deep Purple,Purpendicular,Sometimes I Feel Like Screaming,7.53066666667
1042,Deep Purple,Purpendicular,Cascades : I'm Not Your Lover,4.72815
1043,Deep Purple,Purpendicular,The Aviator,5.34986666667
1044,Deep Purple,Purpendicular,Rosa's Cantina,5.2062
1045,Deep Purple,Purpendicular,A Castle Full Of Rascals,5.19488333333
1046,Deep Purple,Purpendicular,A Touch Away,4.60538333333
1047,Deep Purple,Purpendicular,Hey Cisco,5.90148333333
1048,Deep Purple,Purpendicular,Somebody Stole My Guitar,4.15738333333
1049,Deep Purple,Purpendicular,The Purpendicular Waltz,4.73206666667
1050,Deep Purple,Slaves And Masters,King Of Dreams,5.47308333333
1051,Deep Purple,Slaves And Masters,The Cut Runs Deep,5.71253333333
1052,Deep Purple,Slaves And Masters,Fire In The Basement,4.73295
1053,Deep Purple,Slaves And Masters,Truth Hurts,5.24711666667
1054,Deep Purple,Slaves And Masters,Breakfast In Bed,5.28543333333
1055,Deep Purple,Slaves And Masters,Love Conquers All,3.78643333333
1056,Deep Purple,Slaves And Masters,Fortuneteller,5.82225
1057,Deep Purple,Slaves And Masters,Too Much Is Not Enough,4.2954
1058,Deep Purple,Slaves And Masters,Wicked Ways,6.56151666667
1059,Deep Purple,Stormbringer,Stormbringer,4.10688333333
1060,Deep Purple,Stormbringer,Love Don't Mean a Thing,4.3977
1061,Deep Purple,Stormbringer,Holy Man,4.50393333333
1062,Deep Purple,Stormbringer,Hold On,5.11433333333
1063,Deep Purple,Stormbringer,Lady Double Dealer,3.35803333333
1064,Deep Purple,Stormbringer,You Can't Do it Right (With the One You Love),3.39591666667
1065,Deep Purple,Stormbringer,High Ball Shooter,4.46388333333
1066,Deep Purple,Stormbringer,The Gypsy,4.0481
1067,Deep Purple,Stormbringer,Soldier Of Fortune,3.22916666667
1068,Deep Purple,The Battle Rages On,The Battle Rages On,5.94938333333
1069,Deep Purple,The Battle Rages On,Lick It Up,4.00456666667
1070,Deep Purple,The Battle Rages On,Anya,6.54061666667
1071,Deep Purple,The Battle Rages On,Talk About Love,4.13038333333
1072,Deep Purple,The Battle Rages On,Time To Kill,5.85055
1073,Deep Purple,The Battle Rages On,Ramshackle Man,5.57408333333
1074,Deep Purple,The Battle Rages On,A Twist In The Tail,4.29103333333
1075,Deep Purple,The Battle Rages On,Nasty Piece Of Work,4.61103333333
1076,Deep Purple,The Battle Rages On,Solitaire,4.70376666667
1077,Deep Purple,The Battle Rages On,One Man's Meat,4.64673333333
1078,Santana,Supernatural,(Da Le) Yaleo,5.89146666667
1079,Santana,Supernatural,Love Of My Life,5.797
1080,Santana,Supernatural,Put Your Lights On,4.75296666667
1081,Santana,Supernatural,Africa Bamba,4.71378333333
1082,Santana,Supernatural,Smooth,4.96935
1083,Santana,Supernatural,Do You Like The Way,5.91498333333
1084,Santana,Supernatural,Maria Maria,4.37725
1085,Santana,Supernatural,Migra,5.4844
1086,Santana,Supernatural,Corazon Espinado,4.6019
1087,Santana,Supernatural,Wishing It Was,4.88053333333
1088,Santana,Supernatural,El Farol,4.85266666667
1089,Santana,Supernatural,Primavera,6.3103
1090,Santana,Supernatural,The Calling,12.4625833333
1091,Santana,Santana - As Years Go By,Jingo,9.88255
1092,Santana,Santana - As Years Go By,El Corazon Manda,11.8922333333
1093,Santana,Santana - As Years Go By,La Puesta Del Sol,10.4677
1094,Santana,Santana - As Years Go By,Persuasion,5.3072
1095,Santana,Santana - As Years Go By,As The Years Go by,3.8844
1096,Santana,Santana - As Years Go By,Soul Sacrifice,4.94061666667
1097,Santana,Santana - As Years Go By,Fried Neckbones And Home Fries,10.6427166667
1098,Santana,Santana - As Years Go By,Santana Jam,14.7139
1099,Santana,Santana Live,Evil Ways,7.92336666667
1100,Santana,Santana Live,We've Got To Get Together/Jingo,17.8337833333
1101,Santana,Santana Live,Rock Me,1.57866666667
1102,Santana,Santana Live,Just Ain't Good Enough,14.1709833333
1103,Santana,Santana Live,Funky Piano,15.57985
1104,Santana,Santana Live,The Way You Do To Mer,10.3057333333
1105,Santana Feat. Dave Matthews,,,
1106,Santana Feat. Everlast,,,
1107,Santana Feat. Rob Thomas,,,
1108,Santana Feat. Lauryn Hill & Cee-Lo,,,
1109,Santana Feat. The Project G&B,,,
1110,Santana Feat. Maná,,,
1111,Santana Feat. Eagle-Eye Cherry,,,
1112,Santana Feat. Eric Clapton,,,
1113,Miles Davis,The Essential Miles Davis [Disc 1],Now's The Time,3.29098333333
1114,Miles Davis,The Essential Miles Davis [Disc 1],Jeru,3.2235
1115,Miles Davis,The Essential Miles Davis [Disc 1],Compulsion,5.75041666667
1116,Miles Davis,The Essential Miles Davis [Disc 1],Tempus Fugit,3.86306666667
1117,Miles Davis,The Essential Miles Davis [Disc 1],Walkin',13.4565333333
1118,Miles Davis,The Essential Miles Davis [Disc 1],'Round Midnight,5.95765
1119,Miles Davis,The Essential Miles Davis [Disc 1],Bye Bye Blackbird,7.93338333333
1120,Miles Davis,The Essential Miles Davis [Disc 1],New Rhumba,4.6328
1121,Miles Davis,The Essential Miles Davis [Disc 1],Generique,2.81295
1122,Miles Davis,The Essential Miles Davis [Disc 1],Summertime,3.34061666667
1123,Miles Davis,The Essential Miles Davis [Disc 1],So What,9.40015
1124,Miles Davis,The Essential Miles Davis [Disc 1],The Pan Piper,3.89615
1125,Miles Davis,The Essential Miles Davis [Disc 1],Someday My Prince Will Come,9.06796666667
1126,Miles Davis,The Essential Miles Davis [Disc 2],My Funny Valentine (Live),15.1253333333
1127,Miles Davis,The Essential Miles Davis [Disc 2],E.S.P.,5.5114
1128,Miles Davis,The Essential Miles Davis [Disc 2],Nefertiti,7.89158333333
1129,Miles Davis,The Essential Miles Davis [Disc 2],Petits Machins (Little Stuff),8.1232
1130,Miles Davis,The Essential Miles Davis [Disc 2],Miles Runs The Voodoo Down,14.0660666667
1131,Miles Davis,The Essential Miles Davis [Disc 2],Little Church (Live),3.26835
1132,Miles Davis,The Essential Miles Davis [Disc 2],Black Satin,5.27803333333
1133,Miles Davis,The Essential Miles Davis [Disc 2],Jean Pierre (Live),4.05768333333
1134,Miles Davis,The Essential Miles Davis [Disc 2],Time After Time,3.6789
1135,Miles Davis,The Essential Miles Davis [Disc 2],Portia,6.31291666667
1136,Miles Davis,Miles Ahead,Springsville,3.46208333333
1137,Miles Davis,Miles Ahead,The Maids Of Cadiz,3.89223333333
1138,Miles Davis,Miles Ahead,The Duke,3.58268333333
1139,Miles Davis,Miles Ahead,My Ship,4.46693333333
1140,Miles Davis,Miles Ahead,Miles Ahead,3.49821666667
1141,Miles Davis,Miles Ahead,Blues For Pablo,5.30546666667
1142,Miles Davis,Miles Ahead,New Rhumba,4.61451666667
1143,Miles Davis,Miles Ahead,The Meaning Of The Blues,2.8099
1144,Miles Davis,Miles Ahead,Lament,2.23651666667
1145,Miles Davis,Miles Ahead,I Don't Wanna Be Kissed (By Anyone But You),3.18866666667
1146,Miles Davis,Miles Ahead,Springsville (Alternate Take),3.27313333333
1147,Miles Davis,Miles Ahead,Blues For Pablo (Alternate Take),3.54263333333
1148,Miles Davis,Miles Ahead,The Meaning Of The Blues/Lament (Alternate Take),5.1631
1149,Miles Davis,Miles Ahead,I Don't Wanna Be Kissed (By Anyone But You) (Alternate Take),3.2013
1150,Gene Krupa,Up An' Atom,Jeepers Creepers,3.09941666667
1151,Gene Krupa,Up An' Atom,Blue Rythm Fantasy,5.80353333333
1152,Gene Krupa,Up An' Atom,Drum Boogie,3.19258333333
1153,Gene Krupa,Up An' Atom,Let Me Off Uptown,3.12728333333
1154,Gene Krupa,Up An' Atom,Leave Us Leap,3.04543333333
1155,Gene Krupa,Up An' Atom,Opus No.1,2.99666666667
1156,Gene Krupa,Up An' Atom,Boogie Blues,3.40331666667
1157,Gene Krupa,Up An' Atom,How High The Moon,3.35716666667
1158,Gene Krupa,Up An' Atom,Disc Jockey Jump,3.21915
1159,Gene Krupa,Up An' Atom,Up An' Atom,2.99275
1160,Gene Krupa,Up An' Atom,Bop Boogie,3.15993333333
1161,Gene Krupa,Up An' Atom,Lemon Drop,3.23481666667
1162,Gene Krupa,Up An' Atom,Coronation Drop,2.93703333333
1163,Gene Krupa,Up An' Atom,Overtime,2.71716666667
1164,Gene Krupa,Up An' Atom,Imagination,4.82176666667
1165,Gene Krupa,Up An' Atom,Don't Take Your Love From Me,4.70551666667
1166,Gene Krupa,Up An' Atom,Midget,3.61708333333
1167,Gene Krupa,Up An' Atom,I'm Coming Virginia,4.66938333333
1168,Gene Krupa,Up An' Atom,Payin' Them Dues Blues,3.30926666667
1169,Gene Krupa,Up An' Atom,Jungle Drums,3.32711666667
1170,Gene Krupa,Up An' Atom,Showcase,3.35933333333
1171,Gene Krupa,Up An' Atom,Swedish Schnapps,3.1878
1172,Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Samba Da Bênção,6.83275
1173,Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Pot-Pourri N.º 4,6.54061666667
1174,Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Onde Anda Você,2.80728333333
1175,Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Samba Da Volta,2.84385
1176,Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Canto De Ossanha,3.41593333333
1177,Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Pot-Pourri N.º 5,3.66496666667
1178,Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Formosa,2.29136666667
1179,Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Como É Duro Trabalhar,3.76946666667
1180,Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Minha Namorada,4.07161666667
1181,Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Por Que Será,2.70236666667
1182,Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Berimbau,3.17778333333
1183,Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Deixa,2.9971
1184,Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Pot-Pourri N.º 2,3.52913333333
1185,Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Samba Em Prelúdio,3.54393333333
1186,Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Carta Ao Tom 74,2.70933333333
1187,Vinícius De Moraes & Baden Powell,,,
1188,Vinícius De Moraes,Vinicius De Moraes,Pela Luz Dos Olhos Teus,1.9866
1189,Vinícius De Moraes,Vinicius De Moraes,A Bencao E Outros,7.01821666667
1190,Vinícius De Moraes,Vinicius De Moraes,Tudo Na Mais Santa Paz,3.70676666667
1191,Vinícius De Moraes,Vinicius De Moraes,O Velho E Aflor,4.58535
1192,Vinícius De Moraes,Vinicius De Moraes,Cotidiano N 2,0.9317
1193,Vinícius De Moraes,Vinicius De Moraes,Adeus,3.69806666667
1194,Vinícius De Moraes,Vinicius De Moraes,Samba Pra Endrigo,4.32108333333
1195,Vinícius De Moraes,Vinicius De Moraes,So Por Amor,3.94318333333
1196,Vinícius De Moraes,Vinicius De Moraes,Meu Pranto Rolou,3.02933333333
1197,Vinícius De Moraes,Vinicius De Moraes,Mulher Carioca,3.19476666667
1198,Vinícius De Moraes,Vinicius De Moraes,Um Homem Chamado Alfredo,2.52733333333
1199,Vinícius De Moraes,Vinicius De Moraes,Samba Do Jato,3.68021666667
1200,Vinícius De Moraes,Vinicius De Moraes,"Oi, La",2.78421666667
1201,Vinícius De Moraes,Vinicius De Moraes,"Vinicius, Poeta Do Encontro",5.60718333333
1202,Vinícius De Moraes,Vinicius De Moraes,Soneto Da Separacao,3.23133333333
1203,Vinícius E Qurteto Em Cy,,,
1204,Vinícius E Odette Lara,,,
1205,"Vinicius, Toquinho & Quarteto Em Cy",,,
1206,Creedence Clearwater Revival,"Chronicle, Vol. 1",Susie Q,4.59275
1207,Creedence Clearwater Revival,"Chronicle, Vol. 1",I Put A Spell On You,4.53485
1208,Creedence Clearwater Revival,"Chronicle, Vol. 1",Proud Mary,3.15036666667
1209,Creedence Clearwater Revival,"Chronicle, Vol. 1",Bad Moon Rising,2.33576666667
1210,Creedence Clearwater Revival,"Chronicle, Vol. 1",Lodi,3.19085
1211,Creedence Clearwater Revival,"Chronicle, Vol. 1",Green River,2.57131666667
1212,Creedence Clearwater Revival,"Chronicle, Vol. 1",Commotion,2.71498333333
1213,Creedence Clearwater Revival,"Chronicle, Vol. 1",Down On The Corner,2.74763333333
1214,Creedence Clearwater Revival,"Chronicle, Vol. 1",Fortunate Son,2.33881666667
1215,Creedence Clearwater Revival,"Chronicle, Vol. 1",Travelin' Band,2.15596666667
1216,Creedence Clearwater Revival,"Chronicle, Vol. 1",Who'll Stop The Rain,2.4899
1217,Creedence Clearwater Revival,"Chronicle, Vol. 1",Up Around The Bend,2.70715
1218,Creedence Clearwater Revival,"Chronicle, Vol. 1",Run Through The Jungle,3.10073333333
1219,Creedence Clearwater Revival,"Chronicle, Vol. 1",Lookin' Out My Back Door,2.5491
1220,Creedence Clearwater Revival,"Chronicle, Vol. 1",Long As I Can See The Light,3.55395
1221,Creedence Clearwater Revival,"Chronicle, Vol. 1",I Heard It Through The Grapevine,11.0815666667
1222,Creedence Clearwater Revival,"Chronicle, Vol. 1",Have You Ever Seen The Rain?,2.66753333333
1223,Creedence Clearwater Revival,"Chronicle, Vol. 1",Hey Tonight,2.71411666667
1224,Creedence Clearwater Revival,"Chronicle, Vol. 1",Sweet Hitch-Hiker,2.92483333333
1225,Creedence Clearwater Revival,"Chronicle, Vol. 1",Someday Never Comes,3.98933333333
1226,Creedence Clearwater Revival,"Chronicle, Vol. 2",Walking On The Water,4.6881
1227,Creedence Clearwater Revival,"Chronicle, Vol. 2","Suzie-Q, Pt. 2",4.06856666667
1228,Creedence Clearwater Revival,"Chronicle, Vol. 2",Born On The Bayou,5.27716666667
1229,Creedence Clearwater Revival,"Chronicle, Vol. 2",Good Golly Miss Molly,2.72673333333
1230,Creedence Clearwater Revival,"Chronicle, Vol. 2",Tombstone Shadow,3.648
1231,Creedence Clearwater Revival,"Chronicle, Vol. 2",Wrote A Song For Everyone,4.93975
1232,Creedence Clearwater Revival,"Chronicle, Vol. 2",Night Time Is The Right Time,3.16865
1233,Creedence Clearwater Revival,"Chronicle, Vol. 2",Cotton Fields,2.96968333333
1234,Creedence Clearwater Revival,"Chronicle, Vol. 2",It Came Out Of The Sky,2.9453
1235,Creedence Clearwater Revival,"Chronicle, Vol. 2",Don't Look Now,2.19863333333
1236,Creedence Clearwater Revival,"Chronicle, Vol. 2",The Midnight Special,4.2266
1237,Creedence Clearwater Revival,"Chronicle, Vol. 2",Before You Accuse Me,3.4634
1238,Creedence Clearwater Revival,"Chronicle, Vol. 2",My Baby Left Me,2.341
1239,Creedence Clearwater Revival,"Chronicle, Vol. 2",Pagan Baby,6.42698333333
1240,Creedence Clearwater Revival,"Chronicle, Vol. 2",(Wish I Could) Hideaway,3.80776666667
1241,Creedence Clearwater Revival,"Chronicle, Vol. 2",It's Just A Thought,3.95623333333
1242,Creedence Clearwater Revival,"Chronicle, Vol. 2",Molina,2.72065
1243,Creedence Clearwater Revival,"Chronicle, Vol. 2",Born To Move,5.7134
1244,Creedence Clearwater Revival,"Chronicle, Vol. 2",Lookin' For A Reason,3.49648333333
1245,Creedence Clearwater Revival,"Chronicle, Vol. 2",Hello Mary Lou,2.21386666667
1246,Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],Gatas Extraordinárias,3.54176666667
1247,Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],Brasil,4.0616
1248,Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],Eu Sou Neguinha (Ao Vivo),4.19613333333
1249,Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],Geração Coca-Cola (Ao Vivo),3.80255
1250,Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],Lanterna Dos Afogados,3.40896666667
1251,Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],Coroné Antonio Bento,3.34061666667
1252,Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],"Você Passa, Eu Acho Graça (Ao Vivo)",3.44555
1253,Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],Meu Mundo Fica Completo (Com Você),4.12951666667
1254,Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],1° De Julho,4.50436666667
1255,Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],Música Urbana 2,3.24831666667
1256,Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],Vida Bandida (Ao Vivo),3.21043333333
1257,Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],Palavras Ao Vento,3.54088333333
1258,Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],Não Sei O Que Eu Quero Da Vida,2.53081666667
1259,Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],Woman Is The Nigger Of The World (Ao Vivo),4.98198333333
1260,Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],Juventude Transviada (Ao Vivo),4.6437
1261,Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Malandragem,4.12646666667
1262,Cássia Eller,Cássia Eller - Sem Limite [Disc 1],O Segundo Sol,4.20221666667
1263,Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Smells Like Teen Spirit (Ao Vivo),5.28108333333
1264,Cássia Eller,Cássia Eller - Sem Limite [Disc 1],E.C.T.,3.79166666667
1265,Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Todo Amor Que Houver Nesta Vida,3.786
1266,Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Metrô. Linha 743,2.9109
1267,Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Nós (Ao Vivo),3.23046666667
1268,Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Na Cadência Do Samba,3.26791666667
1269,Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Admirável Gado Novo,4.57316666667
